KABUPATEN KEPULAUAN SERIBU, -5.5985, 106.55271
KOTA JAKARTA SELATAN, -6.266, 106.8135
KOTA JAKARTA TIMUR, -6.2521, 106.884
KOTA JAKARTA PUSAT, -6.1777, 106.8403
KOTA JAKARTA BARAT, -6.1676, 106.7673
KOTA JAKARTA UTARA, -6.1339, 106.8823
