KABUPATEN PANDEGLANG, -6.63333, 105.75
KABUPATEN LEBAK, -6.65, 106.21667
KABUPATEN TANGERANG, -6.2, 106.46667
KABUPATEN SERANG, -6.15, 106
KOTA TANGERANG, -6.17944, 106.62991
KOTA CILEGON, -6.01667, 106.01667
KOTA SERANG, -6.12563, 106.14999
KOTA TANGERANG SELATAN, -6.29373, 106.71244
