KABUPATEN KULON PROGO, -7.645, 110.02694
KABUPATEN BANTUL, -7.9, 110.36667
KABUPATEN GUNUNG KIDUL, -7.98333, 110.61667
KABUPATEN SLEMAN, -7.68167, 110.32333
KOTA YOGYAKARTA, -7.8, 110.375
